bus_line_id,driver_name,bus_color,bus_start_time,bus_end_time,bus_built_date,bus_route,bus_price(R$),bus_integrity,bus_company,bus_capacity
566,Vaughn Ffoulkes,#510c24,2:42 PM,12:08 PM,2020-09-11,Ipanema-Centro,1267890.12,0.63,"Gorczany, Heaney and Howell",51
567,Kevyn Rizziello,#eb42a1,2:01 PM,9:51 PM,2005-06-28,Glória-Leme,934567.89,0.9,"Halvorson, Bradtke and Johnson",39
568,Dodi Doers,#5d3cfb,9:37 AM,10:40 AM,2003-04-14,rota não atribuída,1323456.78,0.9,Rowe-Turcotte,51
569,Sharline Woollacott,#3cfb3f,1:24 PM,4:18 PM,2004-09-09,Urca-Lapa,512345.67,0.51,"Doyle, Ruecker and Wolff",43
570,Herculie Barkworth,#d22468,9:38 AM,1:21 PM,2013-11-22,Largo do Machado-Urca,1067890.12,0.9,Bradtke-Stiedemann,44
571,Roselin Urvoy,#5823f7,8:06 AM,7:29 PM,2008-05-28,Largo do Machado-Urca,790123.45,0.63,"Jenkins, Daugherty and McLaughlin",40
572,Elisabetta Chark,#81f3d8,5:34 AM,5:27 PM,2013-01-19,Barra da Tijuca-Centro,701234.56,0.52,Bergnaum Inc,53
573,Rafi Wiggin,#950b90,1:41 PM,10:07 AM,2017-04-04,rota não atribuída,701234.56,0.73,Yundt-Bode,59
574,Merrili Danihel,#506749,1:21 PM,8:04 AM,2007-11-22,Lapa-Gávea,1490123.45,0.74,Brakus-Murray,60
575,Kerry Oliver,#fafefc,4:15 PM,5:34 PM,2016-11-24,Lapa-Gávea,878901.23,0.79,Lemke-Sporer,55
576,Lexie Giraldez,#27bc2d,1:18 PM,12:34 PM,2007-11-29,São Conrado-Jardim Botânico,1489012.34,0.63,Stokes LLC,55
577,Eilis O'Hoey,#2b185d,2:33 PM,5:29 PM,2018-05-09,Gávea-Centro,756789.01,0.58,Lind and Sons,38
578,Germain Hodgets,#65c198,10:16 AM,4:59 PM,2009-11-13,Leme-Botafogo,634567.89,0.69,"Moore, Rodriguez and Cruickshank",56
579,Seward Rushbrook,#08afc0,8:17 AM,9:57 PM,2004-01-11,Botafogo-Jardim Botânico,623456.78,0.57,Berge Inc,55
580,Talbert Claque,#34dd9b,8:55 AM,4:28 PM,2003-02-25,São Conrado-Jardim Botânico,1367890.12,0.6966666666666667,Skiles Inc,52
581,Lorin Farr,#f86a94,4:45 AM,3:07 PM,2010-10-10,Barra da Tijuca-Jardim Botânico,1234567.89,0.8233333333333333,Schinner LLC,32
582,Murdoch Abdon,#ca298c,4:52 PM,2:09 PM,2019-06-18,Ipanema-Gávea,856789.01,0.95,"Lang, Konopelski and Dicki",59
583,Bert Leaming,#105756,3:15 AM,8:53 AM,2005-08-07,Largo do Machado-Urca,1101234.56,0.99,Corkery-Runte,51
584,Charmane Stronack,#4ee35d,2:36 AM,6:44 PM,2014-09-02,Leme-Gávea,1378901.23,0.8,Berge-Howe,31
585,Ewen Stockney,#916f37,2:07 PM,1:32 PM,2014-12-05,Centro-Leme,1267890.12,0.68,"Hane, Wolf and Gorczany",56
586,Glennis Ambrois,#948094,5:30 PM,11:20 PM,2020-04-23,Ipanema-Centro,534567.89,0.57,"Corwin, Cartwright and Gusikowski",59
587,Clovis Farr,#9d38a2,12:37 AM,6:35 PM,2009-11-21,Leblon-Lapa,1301234.56,0.8,Bechtelar Group,45
588,Bradford Rozycki,#9b6932,3:13 AM,2:52 PM,2003-04-07,rota não atribuída,1478901.23,0.57,Nader-Stracke,30
589,Adore Patnelli,#1573f3,5:49 AM,1:35 PM,2008-08-14,Largo do Machado-Barra da Tijuca,1178901.23,0.9,Paucek and Sons,32
590,Sidney Geldeford,#2138cc,4:54 AM,2:47 PM,2008-01-02,Copacabana-Ipanema,1290123.45,0.79,Witting and Sons,51
591,Maryanna Freyn,#f92890,3:46 AM,9:46 AM,2003-11-24,Leblon-Lapa,1189012.34,0.62,Jenkins-Thiel,58
592,Marijo Linny,#0eaf42,2:57 PM,10:49 AM,2020-07-07,Flamengo-São Conrado,1389012.34,0.63,Kirlin Group,43
593,Godfry Verheyden,#fea8a0,10:24 AM,7:44 PM,2021-10-25,Largo do Machado-Jardim Botânico,1490123.45,0.81,Larson-Zboncak,32
594,Lucinda Hodgin,#a8c1c5,6:48 AM,8:44 PM,2018-02-25,rota não atribuída,1178901.23,0.99,Weissnat-Kshlerin,43
595,Charlean Forster,#34640e,5:57 AM,7:34 PM,2018-01-13,Lapa-Copacabana,823456.78,0.68,Collins Group,59
596,motorista não atribuído,#ecf0b0,2:46 PM,11:49 PM,2003-09-03,Lapa-Leblon,1356789.01,0.79,Treutel LLC,30
597,Joeann Hardern,#0d1749,8:33 AM,3:17 PM,2018-03-30,rota não atribuída,601234.56,0.57,Lakin Group,54
598,Sayer Candlish,#90ca51,5:45 PM,10:08 AM,2009-11-13,Barra da Tijuca-Centro,1345678.9,0.58,"Wintheiser, Parisian and Gulgowski",52
599,Larina Crotty,#337fde,8:41 AM,6:30 AM,2004-02-17,Jardim Botânico-Ipanema,1378901.23,0.79,Wilkinson LLC,45
600,Ida Badrick,#517d6f,5:18 PM,10:24 AM,2016-10-05,rota não atribuída,1090123.45,0.74,Bogisich Group,50
601,motorista não atribuído,#48853a,4:54 AM,6:49 AM,2008-08-07,Botafogo-Jardim Botânico,1178901.23,0.79,"Daniel, Stanton and Metz",47
602,Gertrud Garrud,#a73011,11:30 AM,11:44 AM,2020-10-24,rota não atribuída,801234.56,0.63,Keeling LLC,43
603,motorista não atribuído,#974973,12:13 AM,7:23 AM,2007-05-25,Lapa-Leblon,745678.9,0.84,Olson and Sons,60
604,Max Lawrenceson,#a5f05a,8:26 AM,9:30 AM,2014-10-22,Copacabana-Ipanema,1023456.78,0.99,"Corkery, Wintheiser and Corwin",40
605,Ruthy Farey,#72e85e,6:38 AM,9:02 AM,2018-10-26,São Conrado-Largo do Machado,1067890.12,0.69,Wisozk-Keeling,60
606,motorista não atribuído,#986b0c,1:43 AM,8:47 PM,2004-04-14,Leblon-Largo do Machado,656789.01,0.99,Shields-Heathcote,35
607,Giovanni Carslaw,#a89b09,11:45 AM,7:21 AM,2007-03-27,Largo do Machado-Jardim Botânico,1078901.23,0.9,"Bradtke, Muller and Herzog",56
608,Karlotte Staggs,#aee4f6,4:55 PM,8:53 AM,2006-12-03,Gávea-Botafogo,1489012.34,0.52,Reinger-Pollich,55
609,Ninon Attle,#ec8feb,2:32 PM,11:45 AM,2016-12-13,Botafogo-Jardim Oceânico,945678.9,0.73,Zemlak LLC,34
610,Kala Dosedale,#d3104e,2:15 AM,7:24 AM,2003-02-18,Leblon-Botafogo,878901.23,0.8,"Hickle, Jacobs and Jacobson",46
611,Sapphira Avraam,#23adf2,12:37 PM,12:41 PM,2015-04-26,Largo do Machado-Copacabana,823456.78,0.74,Hettinger-Dicki,43
612,motorista não atribuído,#847621,10:41 AM,11:46 PM,2018-01-28,Jardim Oceânico-Lapa,1223456.78,0.74,"Kris, Glover and Kerluke",32
613,Lissie Cherry,#333363,1:11 PM,8:45 PM,2002-06-19,Largo do Machado-Jardim Botânico,1034567.89,0.63,Breitenberg Group,40
614,Alvy Abramovicz,#f0f332,1:34 PM,8:32 PM,2023-01-08,Urca-Largo do Machado,1123456.78,0.9,"King, Hane and Kling",38
615,Padget Gemnett,#4c32e0,9:31 AM,3:03 PM,2012-10-19,Jardim Botânico-Leblon,556789.01,0.8433333333333334,Parker-Wisoky,34
616,Tamara Radleigh,#93227b,12:00 AM,11:03 PM,2020-11-07,São Conrado-Jardim Botânico,1334567.89,0.7866666666666666,"McCullough, Vandervort and Ratke",55
617,Kiah Gaskin,#4bd681,4:47 AM,7:08 PM,2022-08-18,Leblon-Lapa,1078901.23,0.73,Walker-Sauer,34
618,Bale Rantoul,#ba91a6,11:10 AM,2:22 PM,2010-04-29,Barra da Tijuca-Jardim Botânico,601234.56,0.99,Ebert-Ullrich,54
619,Ange Betke,#51d2db,2:12 PM,6:00 PM,2003-10-07,Leme-Botafogo,667890.12,0.7849999999999999,Predovic LLC,56
620,Shanie Pyle,#35d694,4:05 PM,8:01 AM,2014-01-17,Copacabana-Ipanema,1312345.67,0.58,Cummings Inc,46
621,Geordie Tomala,#58c056,8:04 AM,10:13 PM,2013-08-14,rota não atribuída,612345.67,0.95,"Padberg, Waelchi and Prohaska",39
622,Keene Englishby,#707ca1,10:48 AM,6:23 PM,2018-09-24,rota não atribuída,1489012.34,0.62,"Schoen, Wilderman and Berge",50
623,Gaultiero McGraffin,#a829e4,3:53 PM,4:09 PM,2010-10-20,Gávea-Botafogo,1378901.23,0.69,"Carroll, Kutch and Wyman",34
624,Gerhardt Wyborn,#cd4023,5:37 PM,1:49 PM,2009-03-20,Jardim Botânico-Leblon,801234.56,0.68,Mueller-Okuneva,41
625,Jamie Feavyour,#fc9ec3,9:08 AM,6:21 AM,2007-08-21,Copacabana-Barra da Tijuca,1401234.56,0.95,"Dibbert, Kilback and Feest",48
626,Bradley Challenor,#1971ec,2:59 PM,5:22 PM,2021-12-08,São Conrado-Largo do Machado,1134567.89,0.52,Weimann-McDermott,34
627,Filip Mannakee,#e8e213,7:00 AM,11:39 AM,2012-01-29,rota não atribuída,1023456.78,0.79,Larkin and Sons,36
628,Amil Shillito,#f2c307,12:42 PM,12:05 PM,2017-09-22,Lapa-Jardim Oceânico,1478901.23,0.74,Pagac-Luettgen,45
629,Suzi Kimble,#08f827,2:18 PM,5:24 PM,2011-06-24,Leme-Gávea,556789.01,0.51,Barrows-Kuphal,58
630,Brnaby Pardew,#66f58f,7:22 AM,7:32 PM,2016-10-12,Urca-Leblon,1145678.9,0.5449999999999999,Krajcik-Schneider,31
631,Craig Volage,#f0ed8d,4:25 PM,3:36 PM,2006-07-02,Barra da Tijuca-Leblon,1090123.45,0.58,"Shanahan, Bogan and Fahey",49
632,Rasla Nunnerley,#53888c,2:54 AM,9:18 AM,2006-01-08,Barra da Tijuca-Leblon,634567.89,0.63,"Goldner, Thompson and Kub",40
633,Doug Matyas,#994f43,1:20 PM,4:00 PM,2018-10-18,Leme-São Conrado,701234.56,0.74,Vandervort LLC,58
634,Ariana Snozzwell,#fd77ce,8:17 AM,10:23 AM,2010-05-04,Barra da Tijuca-Jardim Botânico,1412345.67,0.69,Jast Inc,46
635,Nike Paeckmeyer,#a32113,7:51 AM,4:09 PM,2021-11-19,Flamengo-Copacabana,1267890.12,0.95,"Sanford, Hoeger and Howell",56
636,Shane McLenahan,#5acd8a,2:59 AM,4:06 PM,2002-07-18,Barra da Tijuca-Jardim Botânico,1323456.78,0.73,Trantow-Ankunding,49
637,Aurora Gallemore,#8c8347,7:09 AM,4:26 PM,2005-02-24,Leblon-São Conrado,967890.12,0.69,Hagenes-Bartoletti,44
638,Willi Meenehan,#cf46c8,5:10 PM,9:43 PM,2009-06-01,Barra da Tijuca-Centro,1167890.12,0.62,Ryan LLC,53
639,Kania Mutter,#8a2bac,7:49 AM,2:54 PM,2004-03-13,Leblon-Lapa,656789.01,0.57,Harris LLC,53
640,Felecia Farthing,#70359d,5:52 PM,2:44 PM,2007-12-01,Glória-Jardim Oceânico,512345.67,0.84,Gottlieb-Grimes,32
641,Son Razoux,#a4b57f,5:56 AM,6:36 PM,2016-04-28,Urca-Botafogo,1089012.34,0.95,Wiza Group,33
642,Dael Chell,#17f6e4,1:33 AM,2:49 PM,2012-04-29,Ipanema-Lapa,1278901.23,0.74,Cruickshank Group,50
643,motorista não atribuído,#c7ac14,4:26 PM,10:35 AM,2002-08-16,rota não atribuída,578901.23,0.73,"McGlynn, Runolfsdottir and Oberbrunner",46
644,Bailey Maitland,#175fe6,7:58 AM,7:29 AM,2016-01-20,Jardim Botânico-Ipanema,1201234.56,0.51,Ritchie Inc,44
645,Idell Doige,#612066,2:50 PM,11:26 AM,2022-07-31,Lapa-Copacabana,1056789.01,0.52,McDermott-Carter,55
646,Bobbye Roizin,#49c61c,2:10 PM,3:43 PM,2022-03-19,Leme-Botafogo,578901.23,0.99,Kulas-D'Amore,50
647,Auria Duddell,#0d3a1f,1:59 AM,11:03 PM,2021-11-28,Urca-Botafogo,1067890.12,0.57,Huels-Cronin,32
648,Temp Shadrach,#5a257b,8:06 AM,10:13 AM,2011-09-02,Leblon-Botafogo,778901.23,0.735,Schinner LLC,40
649,Vally MacKettrick,#b177db,5:49 PM,9:39 PM,2010-05-09,Lapa-Copacabana,790123.45,0.9,Huels-Gibson,51
650,Alexa Gadsby,#d8ca66,2:49 PM,3:01 PM,2009-12-04,Lapa-Gávea,701234.56,0.52,"Muller, Yundt and Funk",48
651,motorista não atribuído,#5bbdaf,3:33 AM,7:34 AM,2020-05-26,Centro-Jardim Botânico,912345.67,0.95,"Cole, Brakus and O'Connell",57
652,Kary Moses,#b5d89c,9:12 AM,8:22 PM,2015-12-01,rota não atribuída,545678.9,0.62,Gerhold-Miller,32
653,Bennie Roddy,#d6fbaa,9:54 AM,10:54 PM,2015-10-02,Flamengo-São Conrado,1323456.78,0.63,Murphy and Sons,35
654,Perrine Crenshaw,#870459,7:11 AM,7:00 PM,2005-11-16,Ipanema-Gávea,678901.23,0.8,"Osinski, Muller and Johnston",42
655,Wilton Matuska,#a1749d,3:18 AM,10:37 AM,2006-07-16,Gávea-Lapa,878901.23,0.7150000000000001,"Schneider, Lubowitz and Lehner",56
656,Britte Been,#51b14e,1:34 PM,12:12 PM,2003-08-09,Urca-Leblon,1478901.23,0.63,Strosin-Herzog,42
657,Kassie Savege,#443521,1:06 AM,2:24 PM,2013-03-22,Lapa-Jardim Oceânico,956789.01,0.57,Langosh LLC,57
658,Sigismund Greatbach,#d8171c,9:43 AM,10:14 PM,2010-12-27,rota não atribuída,934567.89,0.52,"Lehner, Altenwerth and Graham",39
659,Armin Bachshell,#1a5162,4:32 AM,6:01 AM,2013-06-21,Gávea-Lapa,556789.01,0.74,Hermiston Group,44
660,Hadrian Filgate,#7c5fa0,8:52 AM,11:06 AM,2021-09-18,Urca-Lapa,890123.45,0.79,O'Hara-Schinner,48
661,Hildy Tiron,#24ee67,2:24 PM,9:54 AM,2012-05-06,Leme-Urca,1389012.34,0.73,Witting LLC,32
662,Ermengarde Kermon,#d8114d,9:14 AM,6:13 AM,2006-08-25,Gávea-Botafogo,1245678.9,0.63,"Raynor, Kautzer and Satterfield",36
663,motorista não atribuído,#3f7f52,6:41 AM,11:44 PM,2011-04-23,Urca-Botafogo,1112345.67,0.62,King Group,34
664,Legra Grandisson,#babf77,2:53 AM,6:34 AM,2013-11-06,Jardim Botânico-São Conrado,1278901.23,0.99,Feil-O'Hara,59
665,Waverly La Rosa,#36d607,5:06 PM,8:25 PM,2004-10-30,Glória-Leme,1034567.89,0.9,Daniel-Daugherty,31
666,Howard Chuney,#ec140d,4:49 PM,7:54 AM,2013-07-10,Largo do Machado-Copacabana,1478901.23,0.73,"Greenholt, Purdy and Huels",32
667,Peadar Woodlands,#070163,6:22 AM,7:09 PM,2008-03-02,Leblon-São Conrado,1134567.89,0.62,Larkin and Sons,37
668,Hadlee Loosely,#fce2fb,3:07 PM,12:08 PM,2004-05-21,rota não atribuída,1290123.45,0.8,Kihn and Sons,48
669,Ynes Marnes,#1e9e26,4:51 AM,5:07 PM,2008-04-06,Glória-Jardim Oceânico,1234567.89,0.8,"Hintz, Koelpin and Hoppe",38
670,Ruth Eaddy,#d16b23,9:08 AM,8:27 PM,2010-08-01,Ipanema-Lapa,790123.45,0.95,Kris Group,39
671,Duffie Bracknell,#e684fe,1:43 AM,3:58 PM,2013-08-31,rota não atribuída,1323456.78,0.7849999999999999,"Labadie, Kshlerin and Spencer",33
672,Sibella Swannick,#4059f5,3:59 AM,6:12 AM,2018-05-20,Jardim Botânico-Flamengo,1067890.12,0.62,Cronin Inc,39
673,Darice Woodeson,#eebf12,6:17 AM,6:27 AM,2009-08-13,Lapa-Leblon,1478901.23,0.6933333333333334,Smitham-Runolfsdottir,43
674,Eric Hannaford,#46fc6c,2:36 AM,9:37 PM,2016-12-11,Lapa-Copacabana,1089012.34,0.7666666666666666,Nienow-Hahn,46
675,Jacklin Westmore,#4cf4a5,5:22 AM,5:40 PM,2004-06-26,rota não atribuída,1234567.89,0.84,Strosin-Bogan,38
676,Marna Jesse,#50bc6a,1:41 PM,6:58 AM,2016-05-07,Lapa-Leblon,989012.34,0.8200000000000001,Conn LLC,30
677,Radcliffe Orrum,#590a2d,4:35 PM,8:17 AM,2012-12-20,Leblon-São Conrado,1334567.89,0.8,Cassin-Jast,34
678,Virginie Treby,#3756e6,9:55 AM,11:57 AM,2019-11-22,Leme-Gávea,945678.9,0.99,Hessel-Ernser,55
679,Kelsey Sheavills,#b8eeb5,11:21 AM,1:45 PM,2018-10-14,Leblon-São Conrado,1301234.56,0.73,Hudson-Bernhard,49
680,Christie Gerram,#a53dab,5:30 AM,9:48 PM,2013-01-30,Leme-Gávea,589012.34,0.51,Beatty-Kutch,56
681,Devinne Normabell,#d2b8c8,10:34 AM,1:51 PM,2019-09-01,Ipanema-Jardim Botânico,601234.56,0.9,Mayert-Dicki,43
682,Adolphus Adair,#e35828,12:47 AM,11:12 PM,2005-08-06,Lapa-Gávea,1456789.01,0.74,"Flatley, Anderson and Schamberger",36
683,Herby Feather,#2bbf4d,1:26 PM,10:48 AM,2008-06-11,Copacabana-Ipanema,1489012.34,0.79,Bahringer Inc,39
684,Ulises Clemenza,#38c3b3,11:31 AM,11:37 AM,2022-01-30,Jardim Botânico-Flamengo,578901.23,0.84,Bernhard LLC,43
685,Tomasina Breeton,#1d772d,4:07 PM,7:10 PM,2012-10-11,Centro-Leme,656789.01,0.58,Hodkiewicz LLC,48
686,Hedvig Westbury,#fac3de,4:13 PM,8:31 AM,2011-04-29,São Conrado-Largo do Machado,712345.67,0.9,Schulist-Waters,32
687,Orelee Bunworth,#fc5d45,11:40 AM,7:25 PM,2008-06-12,Jardim Botânico-São Conrado,701234.56,0.63,Conroy-Stanton,39
688,Agretha Jerdan,#3f6714,11:24 AM,7:50 AM,2002-12-09,rota não atribuída,1378901.23,0.58,"Stark, Ernser and Ruecker",42
689,Pearce Clear,#9be1f5,12:13 PM,12:05 PM,2019-06-07,Urca-Leblon,1389012.34,0.69,"Cartwright, O'Reilly and Lehner",34
690,Antony Pickaver,#6b1c5e,4:48 AM,3:26 PM,2021-02-08,São Conrado-Glória,1456789.01,0.8,Bayer-O'Conner,45
691,Raynard Matteini,#cce4c7,10:44 AM,7:00 PM,2020-04-10,Urca-Largo do Machado,1189012.34,0.99,"Altenwerth, Armstrong and Crona",30
692,Salim O'Cannavan,#92c1d7,12:09 AM,4:53 PM,2009-12-25,Urca-Leblon,1423456.78,0.865,Gutmann-Hermann,52
693,Betsy Benini,#6238db,3:38 PM,2:10 PM,2023-02-28,rota não atribuída,834567.89,0.74,Jacobson Group,36
694,Launce Burnep,#7bef75,1:41 PM,10:35 PM,2017-11-06,Leblon-Botafogo,1212345.67,0.62,Turcotte and Sons,34
695,Dedra Vain,#def0a8,8:35 AM,12:51 PM,2014-12-03,Gávea-Botafogo,1401234.56,0.8,Jacobi-Toy,55
696,Kaitlynn Garioch,#7a5816,8:17 AM,9:21 AM,2022-12-22,Centro-Barra da Tijuca,812345.67,0.69,Reinger-Reinger,37
697,Brynne McCrisken,#fcfa89,6:24 AM,6:17 PM,2010-02-17,Urca-Leblon,1156789.01,0.8,Champlin-Gusikowski,53
698,Fabe Norvill,#22a6a2,7:15 AM,10:44 PM,2012-05-03,São Conrado-Largo do Machado,534567.89,0.79,Armstrong-Balistreri,32
699,Gerome Markham,#0b8d83,3:05 AM,9:19 AM,2003-12-02,rota não atribuída,956789.01,0.69,Quigley and Sons,59
700,motorista não atribuído,#3e4ff0,10:13 AM,2:41 PM,2005-02-02,Barra da Tijuca-Centro,834567.89,0.84,Turner Group,32
701,Inger Gilluley,#318e94,2:59 PM,11:15 PM,2009-11-02,Gávea-Copacabana,589012.34,0.815,Blanda LLC,60
702,Grantley Sothern,#e6128f,10:06 AM,8:01 PM,2010-01-06,Copacabana-Lapa,1123456.78,0.79,Huel-Mertz,58
703,motorista não atribuído,#749939,1:35 PM,8:07 AM,2019-09-30,Gávea-Lapa,1101234.56,0.87,Terry Inc,40
704,Kile Courteney,#067103,3:24 AM,8:33 AM,2022-02-22,Leme-São Conrado,689012.34,0.95,"Heathcote, Tillman and Satterfield",34
705,Hamilton Jewson,#5f2f0e,4:44 PM,8:41 PM,2002-11-27,rota não atribuída,1078901.23,0.79,Considine LLC,60
706,Kassi Rammell,#d129f5,2:39 AM,11:21 AM,2020-02-16,São Conrado-Urca,1278901.23,0.95,Altenwerth LLC,39
707,Leighton Darville,#4645f1,10:56 AM,3:28 PM,2018-03-09,Barra da Tijuca-Centro,590123.45,0.57,Klein and Sons,49
708,Colin Boatswain,#7b03ba,11:35 AM,1:51 PM,2012-08-11,São Conrado-Glória,723456.78,0.84,Kihn LLC,37
709,Roddy Blouet,#7c8376,2:16 PM,11:58 AM,2009-07-03,Jardim Oceânico-Leme,845678.9,0.73,"Rippin, Mertz and Hauck",52
710,Cyrus Lonie,#8547db,12:03 AM,10:32 AM,2008-09-15,Lapa-Copacabana,845678.9,0.95,Pagac Inc,47
711,Drusilla Talkington,#cf8d9b,5:44 PM,2:57 PM,2017-06-11,Flamengo-Largo do Machado,578901.23,0.79,Mills and Sons,58
712,Viv Heys,#8f39a2,1:31 AM,10:33 AM,2007-10-04,Copacabana-Ipanema,623456.78,0.84,"Haag, Schulist and Kunde",34
713,Allie Switsur,#2db088,12:09 PM,11:24 AM,2010-12-10,Leme-Gávea,589012.34,0.51,Cruickshank-Welch,53
714,Tracee Dumberrill,#6bfe0a,2:14 AM,10:22 PM,2018-04-26,Flamengo-São Conrado,1467890.12,0.84,Kling and Sons,45
715,Meagan Kristof,#15cfb5,12:38 AM,9:49 AM,2015-08-23,rota não atribuída,945678.9,0.63,"Nicolas, Gottlieb and Robel",54
716,Todd Barczynski,#8a54aa,12:53 PM,2:32 PM,2022-12-17,Lapa-Leblon,623456.78,0.63,Grant Inc,58
717,Whittaker Islip,#bee78a,4:03 AM,10:48 PM,2021-09-21,Leme-Botafogo,801234.56,0.84,Emard-Moore,40
718,Glynda Tolwood,#114b76,8:06 AM,5:26 PM,2007-05-03,São Conrado-Glória,690123.45,0.51,Roberts-Will,59
719,Harv Thickin,#05c2fb,3:50 PM,9:09 AM,2008-08-22,Flamengo-Copacabana,1490123.45,0.68,"Schiller, Beier and Wiza",48
720,motorista não atribuído,#aa7b63,3:09 PM,6:37 PM,2008-04-06,São Conrado-Urca,990123.45,0.84,Howell-Wisoky,45
721,Filippa Hicken,#e54314,2:13 AM,7:36 AM,2013-01-10,Flamengo-São Conrado,934567.89,0.9,Ryan and Sons,43
722,Maridel Darwen,#89761a,4:46 PM,2:16 PM,2015-05-24,Barra da Tijuca-Leblon,523456.78,0.51,Feeney Inc,60
723,Sheela Lafontaine,#09d1ca,8:19 AM,6:36 AM,2022-06-10,Gávea-Botafogo,812345.67,0.62,"Runolfsson, Bernier and Predovic",60
724,Petronella Lethem,#cb655d,4:04 AM,11:29 AM,2009-06-02,Jardim Oceânico-Leme,856789.01,0.565,Jacobs Group,51
725,Tierney Pinnion,#290c8e,1:34 PM,5:27 PM,2006-06-14,Largo do Machado-Jardim Botânico,656789.01,0.51,Schamberger-Purdy,38
726,Bryana Lound,#cd473b,12:02 PM,11:50 AM,2011-06-19,Jardim Botânico-Leblon,1345678.9,0.99,Goldner and Sons,44
727,Paolina Lavalde,#8d4a90,10:49 AM,6:21 AM,2007-09-25,Lapa-Gávea,1323456.78,0.84,Fritsch and Sons,54
728,Gnni Dagleas,#3b5ecd,4:08 PM,12:34 PM,2011-12-05,Leme-Botafogo,1034567.89,0.52,Schmeler-Swift,47
729,Gaspar Trounson,#0cf858,11:53 AM,1:45 PM,2020-06-09,Jardim Oceânico-Leme,1089012.34,0.73,Hills-Morar,35
730,Charlene Esposita,#952087,12:05 PM,9:59 PM,2021-09-06,Glória-Jardim Oceânico,967890.12,0.84,"Gibson, Hodkiewicz and Mante",55
731,Garrard Keming,#2d885e,11:09 AM,1:23 PM,2009-07-09,Jardim Botânico-Ipanema,1178901.23,0.79,"Klein, Fadel and O'Hara",32
732,Nola Kolyagin,#773af7,2:16 PM,11:30 AM,2019-07-02,Gávea-Centro,745678.9,0.68,Stehr-Friesen,43
733,Dwight Druce,#e38a6b,2:02 AM,12:39 PM,2007-09-01,Jardim Oceânico-Leme,912345.67,0.68,Yundt-Conroy,31
734,Mischa Bryers,#99997f,4:23 PM,9:34 AM,2018-07-22,Botafogo-Jardim Oceânico,989012.34,0.95,"Johns, Raynor and Gibson",53
735,Ancell Camis,#b2e429,5:52 AM,11:57 PM,2021-05-22,Jardim Botânico-Ipanema,1090123.45,0.84,Jacobi-Kulas,51
736,Myranda Dakhov,#661a34,6:39 AM,11:10 PM,2018-01-07,Lapa-Jardim Oceânico,1034567.89,0.915,Parisian Inc,40
737,Cassie Bursell,#672d57,12:16 PM,9:00 PM,2005-09-06,Jardim Botânico-Ipanema,1067890.12,0.99,Murray-Collier,30
738,Krisha Aingel,#d246f7,1:47 AM,2:44 PM,2013-05-05,Glória-Leme,1134567.89,0.52,Boyle and Sons,36
739,Jule MacCostye,#3e10e9,9:07 AM,4:08 PM,2020-11-16,Jardim Oceânico-Glória,1334567.89,0.51,Hayes Group,30
740,Eolanda Kerbler,#ef87a0,4:53 AM,3:26 PM,2016-01-18,Barra da Tijuca-Centro,523456.78,0.52,Medhurst and Sons,42
741,Kingsly Wookey,#16ca57,1:46 PM,1:54 PM,2014-05-16,Jardim Oceânico-Copacabana,634567.89,0.58,Rogahn Inc,32
742,Kelli Sline,#9f3c00,5:31 AM,3:46 PM,2007-10-09,rota não atribuída,1289012.34,0.63,"Lesch, Wyman and Willms",32
743,Amara Billington,#a74289,5:49 PM,4:20 PM,2022-03-12,Lapa-Copacabana,1078901.23,0.68,Schaefer-Satterfield,53
744,Maurise Klulicek,#76e1c7,9:15 AM,10:18 AM,2017-06-08,Gávea-Botafogo,1156789.01,0.8,Crooks Inc,60
745,Barny Warburton,#658a01,6:14 AM,3:27 PM,2015-02-16,Jardim Botânico-Ipanema,578901.23,0.79,O'Keefe-Russel,49
746,Ricki Brownsell,#b53f75,1:41 AM,8:09 AM,2010-11-01,Glória-Jardim Oceânico,1001234.56,0.63,Auer Group,53
747,Tadeo Pessolt,#04c464,3:15 PM,2:56 PM,2007-03-04,Ipanema-Lapa,1478901.23,0.79,"Metz, Jast and Huels",34
748,Angeli Benwell,#38c2ff,11:38 AM,9:21 PM,2002-05-25,Copacabana-Ipanema,923456.78,0.51,Stoltenberg LLC,43
749,Tony Etridge,#1b2656,4:08 AM,8:27 PM,2003-08-04,rota não atribuída,878901.23,0.57,Willms-Schmidt,44
750,Dalia Troutbeck,#a0626e,8:56 AM,6:22 AM,2010-11-27,Gávea-Botafogo,878901.23,0.84,Gerlach LLC,30
751,Albie Friberg,#6411c6,8:25 AM,6:35 PM,2023-01-01,rota não atribuída,690123.45,0.73,Koelpin Group,49
752,Goldy Sharrock,#afc1e9,1:58 AM,9:23 AM,2008-01-28,Botafogo-Leme,723456.78,0.69,Corkery-Rutherford,53
753,Cheryl Sherebrooke,#66d1ec,3:28 AM,9:09 PM,2005-07-24,Barra da Tijuca-Centro,612345.67,0.58,Halvorson-Hoeger,33
754,Lynna Dowle,#b6f4ac,5:51 PM,10:04 PM,2009-05-21,Lapa-Gávea,712345.67,0.74,Schuppe-Howell,49
755,Brianna Keenor,#ca9d03,2:47 PM,8:00 AM,2018-04-22,Ipanema-Lapa,1101234.56,0.52,Bernier-Konopelski,37
